transaction_id,timestamp,account_id,device_id,session_id,amount,currency,merchant_id,merchant_category_code,merchant_risk_score,payment_rail,transaction_type,card_present,ip_address,location_country,location_region,authentication_method,auth_success,user_agent,beneficiary_account_id,beneficiary_merchant_id,beneficiary_is_new,avg_amount_last_1d,avg_amount_last_7d,transaction_count_last_1h,transaction_count_last_24h,device_age_days,account_age_days,is_new_device,is_new_beneficiary,velocity_score,merchant_familiarity_score,campaign_id,campaign_step,is_fraud,attack_family,attack_variant,lifecycle_stage,source_document,meta_hard_negative,meta_evasion_level,seconds_since_prev_tx,amount_to_avg_7d_ratio,amount_zscore_account,account_tx_count_to_date,distinct_beneficiaries_last_24h,distinct_devices_last_7d,hour_of_day,day_of_week,is_night,meta_label_flipped
txn_00077362_886593ca,2026-08-06T00:50:19.395318,acc_20df8057a1,dev_a9090cfded,ses_2808864118,20190.5,INR,mch_0f57ad1c33,5311.0,0.5821,card,purchase,True,127.0.0.1,IN,RJ,otp,True,Mozilla/5.0,,mch_0f57ad1c33,False,7394.77,7394.77,7,7,30,1746,False,False,0.5524,0.1323,seq_df8057a1_234ab3,8,0,,,Gateway_Processor,merchant,False,n/a,5,2.7304,-0.3089,27,3,5,0,3,1,False
txn_00046456_114ce0e4,2026-07-24T06:41:50.465419,acc_09aa441666,dev_161855d0a6,ses_e4c9098937,76619.77,INR,mch_4ee5a46b0a,5411.0,0.227,upi,purchase,False,127.0.0.1,IN,GJ,biometric,True,Mozilla/5.0,,mch_4ee5a46b0a,True,116049.33,33772.39,1,3,906,81,False,True,0.0815,0.0583,seq_aa441666_e63c19,4,0,,,Gateway_Processor,device_session,False,n/a,2667,2.2687,0.4118,24,2,2,6,4,0,False
txn_00080679_2b879142,2026-06-07T17:27:13.913604,acc_5829c0ad54,dev_8c5ce7bbe8,ses_57b36001d0,2438.3,INR,,,,bank_transfer,crypto_conversion,False,127.0.0.1,IN,PB,unknown,False,Mozilla/5.0,ben_14b8447335,,True,0.0,0.0,0,0,0,1228,True,True,0.2123,0.0,seq_29c0ad54_f6d7d3,1,0,,,Gateway_Processor,network,False,n/a,-1,,,0,0,0,17,6,0,False
txn_00072682_0f3f1d02,2026-07-06T20:31:40.664730,acc_c1b3bdaca1,dev_d4c5e6e811,ses_f027f73634,229.43,INR,,,,upi,transfer,False,127.0.0.1,IN,GJ,biometric,True,Mozilla/5.0,ben_5e7c3663c4,,True,0.0,1303.45,0,0,596,777,False,True,0.0,0.0,seq_b3bdaca1_43541f,2,0,,,Merchant,merchant,False,n/a,462711,0.176,-0.7732,5,0,1,20,0,0,False
txn_00105975_cc38d47d,2026-06-06T02:06:27.391012,acc_758b764d6b,dev_1a82daa125,ses_fe38227749,759.18,GBP,mch_2a301c1110,5411.0,0.0685,authentication,purchase,False,127.0.0.1,GB,MH,otp,True,Mozilla/5.0,,mch_2a301c1110,True,0.0,0.0,0,0,400,0,False,True,0.1389,0.0164,seq_8b764d6b_af7df5,1,0,,,Account_Creation,payment_rail,False,n/a,-1,,-0.6065,5,0,0,2,5,1,False
txn_00015310_0d158608,2026-05-23T23:38:27.562035,acc_752be03f95,dev_58e0e3b5ba,ses_0ae20ec0e5,88.97,INR,,,,upi,transfer,False,127.0.0.1,IN,HR,password,True,Mozilla/5.0,ben_1329638dc4,,True,0.0,0.0,0,0,865,0,True,True,0.1586,0.0344,,0,0,,,Settlement,aml,False,n/a,-1,,,0,0,0,23,5,0,False
txn_00062514_e50528c4,2026-06-24T11:13:05.333938,acc_abacc3ea49,dev_33d78c92a5,ses_719c599efe,3473.24,INR,mch_6ed8f36aaa,5411.0,0.1525,wallet,subscription,False,127.0.0.1,IN,TN,otp,True,Mozilla/5.0,,mch_6ed8f36aaa,True,0.0,0.0,0,0,661,0,False,True,0.1141,0.0105,seq_acc3ea49_6d1bc0,5,0,,,Authorization,kyc,False,n/a,-1,,-0.5037,8,0,0,11,2,0,False
txn_00100476_099fc567,2026-06-08T04:23:43.182860,acc_fdc2eb8525,dev_07b435b2a9,ses_fcecb28cec,46146.45,INR,,,,wallet,crypto_transfer,False,127.0.0.1,IN,HR,otp,True,Mozilla/5.0,ben_47c4174d1a,,True,0.0,0.0,0,0,0,282,True,True,0.2627,0.0089,seq_c2eb8525_f581e8,1,0,,,Gateway_Processor,payment_initiation,True,n/a,-1,,-0.5908,3,0,0,4,0,1,False
txn_00077730_331c2fc4,2026-08-04T02:06:38.591228,acc_a6bcf78e3c,dev_f7f71f09d0,ses_167d730449,743463.34,INR,mch_1dac900dfa,5411.0,0.2756,card,subscription,False,127.0.0.1,IN,MH,password,True,Mozilla/5.0,,mch_1dac900dfa,True,28437.72,28437.72,0,1,362,1548,False,True,0.1794,0.0,seq_bcf78e3c_79533b,2,0,,,Authorization,network,False,n/a,15012,26.1436,2.3893,18,0,1,2,1,1,False
txn_00038311_2ebe3cb7,2026-08-09T17:31:57.564783,acc_cf56a67605,dev_f1d5108595,ses_b93c665647,314.72,INR,,,,upi,session_login,False,127.0.0.1,IN,TN,unknown,True,Mozilla/5.0,,,False,6061.06,93546.85,0,4,0,2064,True,False,0.174,,seq_56a67605_d8c240,3,0,,,Cash_Out,cash_out,False,n/a,23985,0.0034,-0.2316,58,4,2,17,6,0,False
txn_00058196_ad2e64c2,2026-08-06T12:51:13.214528,acc_4e9bb6647f,dev_0d2b9fd1b6,ses_9d0d894143,24369.67,USD,,,,wallet,login_attempt,False,127.0.0.1,US,KL,otp,True,Mozilla/5.0,,,False,272925.37,272925.37,0,2,0,451,True,False,0.0549,,seq_9bb6647f_b54f42,3,0,,,Account_Creation,gateway_processor,False,n/a,45322,0.0893,-0.6536,4,1,1,12,3,0,False
txn_00033476_af555209,2026-08-01T17:09:26.147357,acc_9f140ec0b8,dev_f02eb56aa3,ses_671abaf0ee,115337.41,INR,mch_2aeea8b26a,5814.0,0.1034,bank_transfer,purchase,False,127.0.0.1,IN,HR,password,True,Mozilla/5.0,,mch_2aeea8b26a,False,0.0,0.0,0,0,951,2012,False,False,0.1438,0.9924,seq_140ec0b8_9b7c6b,1,0,,,Payment_Initiation,authorization,False,n/a,-1,,-0.2752,31,0,0,17,5,0,False
txn_00074451_43c5a7c3,2026-06-23T11:39:19.885376,acc_b17332973e,dev_d11029f2d7,ses_99f65a04e7,78.55,AED,,,,upi,api_access,False,127.0.0.1,AE,GJ,password,True,Mozilla/5.0,,,False,0.0,10738.72,0,0,475,3,False,False,0.0,,seq_7332973e_d2f6f0,2,0,,,Authentication,merchant,False,n/a,120499,0.0073,-0.4469,24,0,3,11,1,0,False
txn_00023738_8dcdcf26,2026-06-23T09:10:18.454893,acc_28cfb163ce,dev_901742d1ed,ses_3d246554ca,4636.19,INR,,,,card,login_attempt,False,127.0.0.1,IN,UP,document_upload,False,Mozilla/5.0,,,False,24373.9,20304.69,1,4,279,1720,False,False,0.2262,,seq_cfb163ce_1a6f23,4,0,,,Settlement,authentication,False,n/a,1388,0.2283,-0.6713,8,3,2,9,1,0,False
txn_00086869_122a7b78,2026-08-02T05:38:49.914980,acc_d7cba8db07,dev_4a637e8df2,ses_cb850a792d,263.91,INR,,,,upi,salary_deposit,False,127.0.0.1,IN,KA,biometric,True,Mozilla/5.0,ben_f8d651ca21,,True,0.0,0.0,0,0,40,28,False,True,0.2045,0.0,seq_cba8db07_8fe012,1,0,,,Settlement,onboarding,False,n/a,-1,,-0.2519,27,0,0,5,6,1,False
txn_00061090_28e11559,2026-07-07T09:03:57.649357,acc_c015f8a875,dev_d55ade278c,ses_3dea86a631,432.16,INR,,,,account_opening,identity_verification,False,127.0.0.1,IN,MH,document_upload,True,Mozilla/5.0,,,False,17648.62,52458.74,2,3,693,1279,False,False,0.1934,,camp_sif001_b6e8f20a,4,0,SIF-001,Mule_Account,Identity_KYC,kyc,False,crude,759,0.0082,-0.6642,22,1,1,9,1,0,True
txn_00074549_db8015b1,2026-06-25T17:54:37.474100,acc_f15f06797e,dev_64bc4f8db5,ses_1d41c4d069,6301.37,INR,mch_4ee28f823f,5311.0,0.2723,bank_transfer,bill_payment,False,127.0.0.1,IN,PB,password,True,Mozilla/5.0,,mch_4ee28f823f,False,0.0,1592.97,0,0,18,494,False,False,0.2028,0.2287,,0,0,,,Account_Creation,merchant,False,n/a,374166,3.9557,-0.5389,5,0,1,17,3,0,False
txn_00039297_a7b3a08c,2026-08-01T01:20:00.006948,acc_d561c965e3,dev_edb29c4f6d,ses_37ddf92d4b,6301.01,HKD,,,,upi,password_reset,False,127.0.0.1,HK,MH,password,True,Mozilla/5.0,,,False,0.0,0.0,0,0,883,1967,False,False,0.1373,,seq_61c965e3_891ea8,1,0,,,Account_Creation,cash_out,False,n/a,-1,,-0.7515,17,0,0,1,5,1,False
txn_00106354_5f39bd81,2026-06-20T08:01:41.184956,acc_8474e2f4c5,dev_fc096b6014,ses_e77fd5d82b,33775.76,INR,,,,bank_transfer,cross_border_transfer,False,127.0.0.1,IN,TN,voice_verification,True,Mozilla/5.0,ben_33cdb6c7e1,,True,2048709.71,870936.86,0,5,81,699,False,True,0.0876,0.0444,seq_74e2f4c5_de40f6,5,0,,,Payment_Initiation,payment_rail,False,n/a,38237,0.0388,-0.1907,52,2,2,8,5,0,False
txn_00035731_2c8cab13,2026-07-31T18:43:32.525932,acc_07e24fb217,dev_044e3270fe,ses_7612b4fbeb,627.15,AED,,,,account_recovery,webhook_event,False,127.0.0.1,AE,GJ,password,True,Mozilla/5.0,,,False,0.0,7476.28,0,0,104,1526,False,False,0.0159,,seq_e24fb217_c08a31,1,0,,,Cash_Out,authorization,False,n/a,457213,0.0839,-1.143,5,0,1,18,4,0,False
txn_00106313_e1d33935,2026-06-16T00:43:04.026298,acc_a690677492,dev_5746d7cf42,ses_143fdbfcca,6756.15,INR,,,,upi,salary_deposit,False,127.0.0.1,IN,DL,password,True,Mozilla/5.0,ben_fa31c3fa6f,,True,405.9,46253.05,0,2,566,427,False,True,0.1037,0.0,seq_90677492_26b68c,1,0,,,Authorization,payment_rail,False,n/a,36134,0.1461,-0.3508,7,0,1,0,1,1,False
txn_00082876_90cdd2e0,2026-07-02T02:30:43.817977,acc_e17a49a5bb,dev_5323be57f3,ses_b5b690f94f,50230.76,INR,mch_15389cf94a,5411.0,0.5079,card,refund,True,127.0.0.1,IN,HR,otp,True,Mozilla/5.0,,mch_15389cf94a,True,0.0,0.0,0,0,501,1764,False,True,0.1313,0.0,seq_7a49a5bb_f0db7f,1,0,,,Payment_Initiation,network,False,n/a,-1,,18.4692,3,0,0,2,3,1,False
txn_00095906_50c738ca,2026-06-05T04:01:36.362465,acc_4954ef07ff,dev_8bb3ba3eac,ses_1a96a89b21,147407.38,INR,,,,upi,crypto_transfer,False,127.0.0.1,IN,TG,unknown,True,Mozilla/5.0,ben_c79332024b,,True,37775.58,37775.58,0,1,0,253,True,True,0.1763,0.0,,0,0,,,Acquirer,payment_initiation,True,n/a,38292,3.9022,,2,1,1,4,4,1,False
txn_00077254_0c6f5cb2,2026-06-27T04:40:28.258167,acc_4324560c9b,dev_8634bdf858,ses_4463aba561,1137144.97,INR,,,,upi,crypto_transfer,False,127.0.0.1,IN,RJ,otp,True,Mozilla/5.0,ben_8b00fa8112,mch_88189a3e34,True,23195.6,23195.6,0,8,0,987,True,True,0.309,0.0272,seq_24560c9b_76e3a1,1,0,,,Identity_KYC,merchant,True,n/a,27616,49.0242,7.2424,16,1,1,4,5,1,False
txn_00095347_b9fed22b,2026-07-16T14:26:39.550536,acc_248546217b,dev_fe643e5ac3,ses_059431948f,73957.22,INR,,,,upi,transfer,False,127.0.0.1,IN,HR,otp,True,Mozilla/5.0,ben_6afb47d301,,True,52609.58,50211.47,2,13,110,898,False,True,0.5445,0.0162,seq_8546217b_86efab,12,0,,,Gateway_Processor,payment_initiation,False,n/a,154,1.4729,-0.2583,69,8,3,14,3,0,False
txn_00020025_abf77857,2026-06-30T01:11:40.823299,acc_e261ac31fb,dev_bdbe2aaaaf,ses_8ec59e3f52,172351.41,INR,mch_8a29b4ea73,5814.0,0.8079,upi,webhook_event,False,127.0.0.1,IN,KL,password,True,Mozilla/5.0,,,True,7347.24,11501.66,6,7,0,237,True,True,0.7241,0.0,seq_61ac31fb_1a2c3b,8,0,,,Authorization,acquirer,True,n/a,2108,14.9849,10.162,10,4,1,1,1,1,False
txn_00000808_1277c285,2026-07-09T08:18:35.938615,acc_7eec0b955a,dev_32cf682d73,ses_de23932100,938.3,USD,,,,upi,salary_deposit,False,127.0.0.1,US,GJ,otp,True,Mozilla/5.0,ben_7655989dcb,,True,0.0,581216.94,0,0,928,1824,False,True,0.0,0.0,seq_ec0b955a_78e229,4,0,,,Settlement,agent_commerce,False,n/a,278965,0.0016,-0.5439,8,0,1,8,3,0,False
txn_00099053_6657e5af,2026-07-20T03:22:33.690486,acc_787ff6c7bd,dev_ca53945a91,ses_301bbdd57c,51708.13,INR,,,,card,transfer,False,127.0.0.1,IN,PB,otp,True,Mozilla/5.0,ben_d2ff188a0f,,False,0.0,48457.54,0,0,954,2123,False,False,0.0116,0.2809,,0,0,,,Account_Creation,payment_initiation,False,n/a,215370,1.0671,0.2412,18,0,2,3,0,1,False
txn_00089858_b03fc489,2026-06-05T07:14:52.894456,acc_fa880e09ca,dev_506a612ca1,ses_13818ed98b,5001.13,INR,,,,card,crypto_transfer,False,127.0.0.1,IN,KL,voice_verification,True,Mozilla/5.0,ben_ac8977df8a,,True,0.0,0.0,0,0,823,1683,True,True,0.1827,0.0,seq_880e09ca_27b77d,1,0,,,Authorization,open_banking,False,n/a,-1,,,0,0,0,7,4,0,False
txn_00037920_135c2aa1,2026-06-18T06:59:46.761470,acc_0525140c42,dev_f43346403c,ses_ec59caa0d2,398520.51,INR,,,,swift,webhook_event,False,127.0.0.1,IN,UP,biometric,True,Mozilla/5.0,,,False,0.0,0.0,0,0,68,537,False,False,0.1811,,,0,0,,,Gateway_Processor,cash_out,False,n/a,-1,,,1,0,0,6,3,0,False
txn_00053352_60eb11ac,2026-08-05T07:25:38.800728,acc_afe40253bd,dev_5775bd7540,ses_b20b0a8287,1497638.5,INR,,,,bank_transfer,document_submission,False,127.0.0.1,IN,RJ,otp,True,Mozilla/5.0,,,False,0.0,167356.22,0,0,802,1171,False,False,0.1963,,seq_e40253bd_ef9934,5,0,,,Settlement,gateway_processor,False,n/a,343016,8.9488,0.4349,32,0,1,7,2,0,False
txn_00064058_4a51af28,2026-06-25T03:33:16.992853,acc_06ade7d7b4,dev_04313238a2,ses_a758152caa,3006.47,INR,,,,account_opening,crypto_conversion,False,127.0.0.1,IN,MH,password,False,Mozilla/5.0,ben_b998c41b2b,,False,57856.09,156528.78,0,3,9,1486,True,False,0.1625,0.2278,seq_ade7d7b4_48eaf8,4,0,,,Identity_KYC,kyc,False,n/a,9791,0.0192,-0.6222,21,3,4,3,3,1,False
txn_00104253_8053272b,2026-05-27T15:53:51.802839,acc_3ffe9db901,dev_2e72391c3b,ses_9ce2702c2f,956.59,INR,mch_74b994d9ba,5812.0,0.0803,card,subscription,False,127.0.0.1,IN,RJ,video_verification,True,Mozilla/5.0,,mch_74b994d9ba,True,0.0,0.0,0,0,807,716,True,True,0.1493,0.0815,,0,0,,,Device_Session,payment_rail,False,n/a,-1,,,0,0,0,15,2,0,False
txn_00007800_cbfd35ed,2026-06-30T07:04:10.426324,acc_5115d2a4e1,dev_9bf0177141,ses_69e3cb09c5,579.16,INR,mch_7b6d53cc46,5732.0,0.3821,upi,purchase,False,127.0.0.1,IN,KL,otp,True,Mozilla/5.0,,mch_7b6d53cc46,True,0.0,40919.92,0,0,402,403,False,True,0.0184,0.0,seq_15d2a4e1_ae7bf5,8,0,,,Cash_Out,agent_commerce,False,n/a,235673,0.0142,-0.3694,26,0,4,7,1,0,False
txn_00079216_a53d1466,2026-07-09T00:53:19.803251,acc_e759bf0e69,dev_71e970165a,ses_881e568516,26968.77,INR,,,,card,cross_border_transfer,False,127.0.0.1,IN,PB,video_verification,True,Mozilla/5.0,ben_f44afccb33,,True,71663.06,127335.98,0,1,0,694,True,True,0.106,0.0,seq_59bf0e69_c7f20e,3,0,,,Identity_KYC,network,True,n/a,26240,0.2118,-0.7183,34,1,2,0,3,1,False
txn_00077765_9fad83a0,2026-07-28T20:10:36.387519,acc_f428be324c,dev_9cf57fd771,ses_a2bb09f34e,65942.46,INR,,,,bank_transfer,transfer,False,127.0.0.1,IN,MH,video_verification,True,Mozilla/5.0,ben_a0e5207bf0,,True,32593.48,32593.48,0,1,877,2034,False,True,0.0332,0.0531,seq_28be324c_a8d62a,5,0,,,Identity_KYC,network,False,n/a,21982,2.0232,0.2393,5,0,1,20,1,0,False
txn_00044303_e97d2e0a,2026-06-05T17:05:40.418553,acc_c93f55b5d8,dev_cb786de0da,ses_1a3301b467,6036.26,INR,,,,bank_transfer,login_attempt,False,127.0.0.1,IN,WB,biometric,True,Mozilla/5.0,,,False,5796.94,5796.94,1,1,315,4,False,False,0.1158,,seq_3f55b5d8_9343e0,2,0,,,Gateway_Processor,device_session,False,n/a,736,1.0413,,2,1,1,17,4,0,False
txn_00092187_32001d8a,2026-07-04T03:48:51.121198,acc_8ccbf33806,dev_9e8d0e25bb,ses_da89d3574d,244236.95,INR,,,,device_session,transfer,False,127.0.0.1,IN,PB,otp,True,Mozilla/5.0,ben_d429af0eb8,mch_d04186ca53,True,0.0,382.45,0,0,0,15,True,True,0.2151,0.01,seq_cbf33806_a0ad59,1,0,,,Settlement,open_banking,True,n/a,305969,638.6115,3.4575,9,0,1,3,5,1,False
txn_00022355_8bed054c,2026-07-02T16:14:48.400191,acc_e740d788fc,dev_a1370ac973,ses_154f7d3ba6,9495.22,INR,mch_2ad00e3ad3,5411.0,0.2322,upi,purchase,False,127.0.0.1,IN,TN,password,False,Mozilla/5.0,,mch_2ad00e3ad3,False,0.0,6878.64,0,0,38,109,False,False,0.0668,0.7375,seq_40d788fc_6d6a8f,3,0,,,Identity_KYC,acquirer,False,n/a,293898,1.3804,-0.2038,37,0,1,16,3,0,False
txn_00066325_997ca7e4,2026-07-29T07:56:02.348739,acc_bc43fd7861,dev_b6dc550494,ses_91e6d5a14a,98050.41,SGD,,,,authentication,transfer,False,127.0.0.1,SG,WB,otp,True,Mozilla/5.0,ben_d3ccdd9f3a,,True,52757.28,59835.98,0,4,745,1470,False,True,0.0898,0.0,seq_43fd7861_ee52f5,6,0,,,Device_Session,kyc,False,n/a,19255,1.6387,-0.1452,34,2,2,7,2,0,False
txn_00021350_08b5bde6,2026-06-05T10:15:03.592634,acc_f0c32376af,dev_0a98f2688e,ses_757a6dfa1a,64827.76,INR,,,,upi,auth_attempt,False,127.0.0.1,IN,KA,biometric,True,Mozilla/5.0,,,False,0.0,145547.27,0,0,368,560,False,False,0.0412,,seq_c32376af_6db4fa,1,0,,,Device_Session,acquirer,False,n/a,171901,0.4454,-0.7119,8,0,1,10,4,0,False
txn_00017404_cc2e41b5,2026-07-01T18:20:18.921698,acc_ad9443ee9a,dev_dd2d2474c6,ses_f40504bd16,322.04,USD,,,,upi,api_access,False,127.0.0.1,US,RJ,voice_verification,True,Mozilla/5.0,,,False,860.33,7416.27,0,1,364,311,False,False,0.0,,seq_9443ee9a_526491,2,0,,,Cash_Out,acquirer,False,n/a,63318,0.0434,-0.33,22,0,2,18,2,0,False
txn_00064607_14713228,2026-08-16T02:47:11.816524,acc_e740d788fc,dev_a1370ac973,ses_988427e0cd,5547.79,INR,mch_045e36041f,5732.0,0.0689,upi,purchase,False,127.0.0.1,IN,TN,password,True,Mozilla/5.0,,mch_045e36041f,False,469.97,1412.89,0,2,83,154,False,False,0.1603,0.5337,seq_40d788fc_c70e94,3,0,,,Gateway_Processor,kyc,False,n/a,6802,3.9266,-0.1861,55,0,2,2,6,1,False
txn_00106088_e7dce9d3,2026-05-24T00:32:24.174091,acc_e573989522,dev_0a3d70394c,ses_708b4ed2d9,2060.78,INR,,,,device_session,auth_attempt,False,127.0.0.1,IN,HR,otp,False,Mozilla/5.0,,,False,0.0,0.0,0,0,41,82,True,False,0.2387,,seq_73989522_7bf775,1,0,,,Account_Creation,payment_rail,False,n/a,-1,,,0,0,0,0,6,1,False
txn_00068989_b5c1a061,2026-07-18T20:53:43.928374,acc_95db4ecb23,dev_cf55a802c9,ses_4a178c0a73,93440.3,INR,,,,bank_transfer,login_attempt,False,127.0.0.1,IN,WB,otp,False,Mozilla/5.0,,,False,44272.59,44272.59,0,2,370,1588,False,False,0.1425,,seq_db4ecb23_3cd297,3,0,,,Identity_KYC,merchant,False,n/a,3962,2.1106,-0.4501,29,2,2,20,5,0,False
