transaction_id,timestamp,account_id,device_id,session_id,amount,currency,merchant_id,merchant_category_code,merchant_risk_score,payment_rail,transaction_type,card_present,ip_address,location_country,location_region,authentication_method,auth_success,user_agent,beneficiary_account_id,beneficiary_merchant_id,beneficiary_is_new,avg_amount_last_1d,avg_amount_last_7d,transaction_count_last_1h,transaction_count_last_24h,device_age_days,account_age_days,is_new_device,is_new_beneficiary,velocity_score,merchant_familiarity_score,campaign_id,campaign_step,is_fraud,attack_family,attack_variant,lifecycle_stage,source_document,meta_hard_negative,meta_evasion_level,seconds_since_prev_tx,amount_to_avg_7d_ratio,amount_zscore_account,account_tx_count_to_date,distinct_beneficiaries_last_24h,distinct_devices_last_7d,hour_of_day,day_of_week,is_night,meta_label_flipped
txn_00091690_5854230d,2026-07-31T15:11:36.889797,acc_deb1bd8f80,dev_028e35d0d1,ses_1f71ecf96d,35450.8,SAR,,,,bank_transfer,api_access,False,127.0.0.1,SA,KA,unknown,True,Mozilla/5.0,,,False,0.0,0.0,0,0,693,2175,False,False,0.1482,,camp_ob003_4a44537a,1,1,OB-003,Insider_TPP_Compromise,Third_Party_Open_Banking,open_banking,False,moderate,-1,,-0.3633,14,0,0,15,4,0,False
txn_00044027_5e84511a,2026-06-02T08:28:15.389268,acc_1bd3880063,dev_24a5c70403,ses_db5843d381,284.14,INR,,,,device_session,account_creation,False,127.0.0.1,IN,TG,unknown,True,Mozilla/5.0,,,False,1144.95,47570.32,4,8,151,110,False,False,0.4518,,camp_eff001_1cc64903,9,1,EFF-001,Physical_Device_Farm,Device_Session,device_session,False,crude,982,0.006,-0.2456,20,1,2,8,1,0,False
txn_00082831_001dca30,2026-08-02T15:16:34.551886,acc_5b5b3fbd7b,dev_0072ef51ce,ses_f3d9b7c810,4418.46,INR,,,,card,session_login,False,127.0.0.1,IN,UP,document_upload,True,Mozilla/5.0,,,False,380392.26,173698.13,0,5,935,551,False,False,0.1285,,camp_n002_6d85733a,23,1,N-002,AI_Agent_Orchestrated_Rings,Cross_Stage_Network,network,False,evasive,5064,0.0254,-0.4867,39,2,2,15,6,0,False
txn_00015471_fe2cd241,2026-07-02T18:46:27.069464,acc_b81f6a3ded,dev_7ec2b337f0,ses_2a301b7666,8287.05,INR,,,,upi,transfer,False,127.0.0.1,IN,HR,unknown,True,Mozilla/5.0,ben_fbd2c9f40d,,False,69879.06,202787.9,0,2,231,2047,False,False,0.0358,0.1341,camp_aml002_9618ac7f,3,1,AML-002,Alert_System_Overload,AML_Compliance,aml,False,crude,15678,0.0409,-0.5875,19,1,1,18,3,0,False
txn_00064194_0515704b,2026-08-05T07:32:44.883758,acc_5923647875,dev_b4c6ac3a0d,ses_402886b008,874.84,INR,,,,account_recovery,password_reset,False,127.0.0.1,IN,RJ,voice_verification,True,Mozilla/5.0,,,False,0.0,0.0,0,0,179,429,False,False,0.2227,,camp_ato001_87dbccba,1,1,ATO-001,Security_Question_Bypass,Identity_KYC,kyc,False,crude,-1,,-0.3536,16,0,0,7,2,0,False
txn_00090347_e6106413,2026-07-01T16:44:06.405300,acc_7702b3d6ff,dev_a0059ca668,ses_fd4f8785af,34635.56,HKD,,,,bank_transfer,tpp_onboarding,False,127.0.0.1,HK,UP,unknown,True,Mozilla/5.0,,,False,76682.15,76682.15,4,4,77,58,False,False,0.2932,,camp_ob002_b9ef0d01,5,1,OB-002,Brand_Impersonation,Third_Party_Open_Banking,open_banking,False,moderate,57,0.4517,-0.5572,4,0,1,16,2,0,False
txn_00076151_afa4c836,2026-07-07T15:01:16.569785,acc_a38b9f8e7e,dev_12f1c3fc3d,ses_4dbf8923ef,17852.43,INR,,,,card,transfer,False,127.0.0.1,IN,KA,otp,True,Mozilla/5.0,ben_e0b414d1f5,,False,68559.46,60141.44,4,7,142,1748,False,False,0.4893,0.7081,camp_mch006_a7062abe,8,1,MCH-006,Deepfake_Impersonation,Merchant,merchant,False,evasive,277,0.2968,-0.5452,25,2,2,15,1,0,False
txn_00001256_cab8344e,2026-06-25T18:21:51.799726,acc_2e9b7e45d8,dev_18ba077f7b,ses_e369410d82,330253.84,INR,,,,upi,transfer,False,127.0.0.1,IN,KA,biometric,True,Mozilla/5.0,ben_5e7c3663c4,,True,133347.31,128539.81,6,12,627,2084,False,True,0.7552,0.0842,camp_ag002_ecdcbc07,13,1,AG-002,Agentic_Account_Takeover,AI_Agent_Commerce,agent_commerce,False,crude,894,2.5693,0.8811,13,6,1,18,3,0,False
txn_00083988_5b69b5f7,2026-06-01T00:02:57.878425,acc_595bf08a80,dev_8e2d99c208,ses_e37e5b08a3,146789.47,INR,,,,swift,transfer,False,127.0.0.1,IN,UP,biometric,True,Mozilla/5.0,ben_4f142d2c77,,True,11476.29,11476.29,6,23,399,375,False,True,0.9621,0.0,camp_sia001_ec991fa7,24,1,SIA-001,Identity_Farming,Account_Creation,onboarding,False,evasive,291,12.7907,7.4425,23,2,1,0,0,1,False
txn_00097139_e315a466,2026-07-14T02:19:10.998070,acc_f2b82e29d4,dev_3bbc55e960,ses_bc88039446,179719.94,INR,,,,bank_transfer,transfer,False,127.0.0.1,IN,RJ,unknown,True,Mozilla/5.0,ben_50f49bb91d,,True,110363.69,230521.0,1,1,405,1341,False,True,0.1279,0.0176,camp_pif001_105291d2,2,1,PI-F001,BEC_Payment_Fraud,Payment_Initiation,payment_initiation,False,crude,153,0.7796,0.0415,88,1,4,2,1,1,False
txn_00079330_6c7b45ad,2026-05-22T08:17:14.670464,acc_6f6d487a58,dev_69f7edfc70,ses_18af22ecf3,135581.55,INR,mch_533ccedc83,5311.0,0.3092,device_session,purchase,False,127.0.0.1,IN,TG,otp,False,Mozilla/5.0,,mch_533ccedc83,True,0.0,0.0,0,0,779,1603,True,True,0.1681,0.0,camp_n001_aa079b55,1,1,N-001,Synthetic_Identity_Rings,Cross_Stage_Network,network,False,evasive,-1,,,0,0,0,8,4,0,False
txn_00032743_fe7cc47a,2026-08-09T20:41:33.765290,acc_70aa39efe9,dev_c057098d56,ses_9547999428,8.55,INR,,,,card,webhook_event,False,127.0.0.1,IN,TN,password,True,Mozilla/5.0,,,False,0.0,16479.4,0,0,600,1113,False,False,0.0174,,camp_aut002_000954a2,14,1,AUT-002,Model_Boundary_Exploration,Authorization,authorization,False,evasive,286585,0.0005,-0.2755,44,0,1,20,6,0,False
txn_00091859_be9cb6c6,2026-08-04T09:31:59.885361,acc_dd240f0e21,dev_4b447f1891,ses_4451aa1abe,33583.69,INR,,,,card,token_usage,False,127.0.0.1,IN,DL,unknown,True,Mozilla/5.0,,,False,0.0,0.0,0,0,560,782,False,False,0.1562,,camp_ob004_0971deca,1,1,OB-004,OAuth_Token_Theft,Third_Party_Open_Banking,open_banking,False,moderate,-1,,-0.5547,30,0,0,9,1,0,False
txn_00068286_6b4a21a4,2026-07-14T21:20:44.075099,acc_3bf6fa3bd9,dev_54f9a883eb,ses_318a28f683,178.72,INR,,,,upi,account_recovery,False,127.0.0.1,IN,KL,otp,True,Mozilla/5.0,,,False,570.89,44471.59,0,1,741,2069,False,False,0.0,,camp_ato001_4c82c8a0,2,1,ATO-001,Customer_Support_Impersonation,Identity_KYC,kyc,False,moderate,30813,0.004,-0.3815,24,0,3,21,1,0,False
txn_00089238_d3f90353,2026-06-02T15:39:48.518394,acc_f3ed6fccd1,dev_f17de6a71d,ses_d2ea6a92c4,89000.77,INR,,,,bank_transfer,tpp_onboarding,False,127.0.0.1,IN,KL,unknown,True,Mozilla/5.0,,,False,68068.92,68068.92,3,18,140,1759,False,False,0.5249,,camp_ob002_b7651557,19,1,OB-002,Brand_Impersonation,Third_Party_Open_Banking,open_banking,False,moderate,678,1.3075,-0.151,43,2,1,15,1,0,False
txn_00029853_b7ef2abd,2026-05-26T13:37:32.617447,acc_e6622367e8,dev_dfe9d602a6,ses_6b4fc734a2,9665.02,HKD,,,,account_recovery,password_reset,False,127.0.0.1,HK,MH,document_upload,True,Mozilla/5.0,,,False,0.0,0.0,0,0,524,1715,True,False,0.1726,,camp_auth003_25a95d85,1,1,AUTH-003,Hybrid_Recovery,Authentication,authentication,False,moderate,-1,,,0,0,0,13,1,0,False
txn_00049794_320e4830,2026-08-17T21:17:19.305362,acc_20fd973531,dev_8462be7fbc,ses_103d889934,738.36,MYR,,,,upi,auth_attempt,False,127.0.0.1,MY,GJ,unknown,True,Mozilla/5.0,,,False,2538.32,2963.34,0,9,885,1685,False,False,0.0965,,camp_bot001_b34ab3b1,11,1,BOT-001,Card_Testing,Device_Session,device_session,False,crude,15271,0.2492,-0.3719,19,1,1,21,0,0,False
txn_00037264_5b9c2583,2026-07-13T06:44:54.925474,acc_658c4632eb,dev_a05cbce739,ses_a492a06a54,208348.18,INR,,,,upi,transfer,False,127.0.0.1,IN,WB,unknown,True,Mozilla/5.0,ben_a06d9844ef,,False,129080.01,129080.01,10,10,161,1105,False,False,0.8045,0.9145,camp_cm003_32c525f1,11,1,CM-003,Cross_Institution_Coordination,Cash_Out_Mule,cash_out,False,moderate,10,1.6141,0.462,22,6,1,6,0,0,False
txn_00033660_bb46e8de,2026-07-23T13:29:32.704555,acc_6566b6c54b,dev_4d8f7a0410,ses_1d8929074a,52334.3,INR,mch_b662adad8c,5411.0,0.1573,bank_transfer,purchase,False,127.0.0.1,IN,KA,unknown,True,Mozilla/5.0,,mch_b662adad8c,True,17851.7,14729.67,2,4,0,2135,True,True,0.4366,0.0,camp_aut001_51da8f3f,5,1,AUT-001,Threshold_Conscious_Optimization,Authorization,authorization,False,crude,1385,3.553,0.1807,39,4,1,13,3,0,False
txn_00102112_878c605e,2026-07-17T11:43:56.698901,acc_6b1c1a4ac7,dev_ce4a84790a,ses_1aacae6beb,61303.78,AED,,,,card,cross_border_transfer,False,127.0.0.1,AE,MH,unknown,False,Mozilla/5.0,ben_b41bbea7d8,,False,1144179.66,766034.64,0,2,296,634,False,False,0.0811,0.1208,camp_r001_5a4cff3a,3,1,R-001,Deepfake_Voice_Verification_Bypass,Payment_Rail,payment_rail,False,moderate,4816,0.08,-0.2921,21,2,1,11,4,0,False
txn_00054856_3a72ff5e,2026-06-30T00:45:00.775793,acc_8550cf8028,dev_09c8781745,ses_825958cb05,183426.55,INR,,,,bank_transfer,transfer,False,127.0.0.1,IN,GJ,biometric,True,Mozilla/5.0,ben_ee630b440e,,False,52453.17,95938.33,4,5,246,335,False,False,0.4578,0.5217,camp_gp005_c95ddd7c,5,1,GP-005,Payment_Redirection,Gateway_Processor,gateway_processor,False,moderate,13,1.9119,0.104,18,1,3,0,1,1,False
txn_00068920_d7851d59,2026-07-11T20:46:11.581898,acc_8667170545,dev_a900c43501,ses_85ea25a8b8,6855.61,GBP,mch_244b3c1824,5812.0,0.1355,card,purchase,False,127.0.0.1,GB,TG,biometric,True,Mozilla/5.0,,mch_244b3c1824,True,12217.73,10279.4,5,5,110,966,False,True,0.4271,0.0121,camp_mch002_41c9254b,6,1,MCH-002,Front_Merchant_Fraud,Merchant,merchant,False,moderate,0,0.6669,-0.3762,17,3,1,20,5,0,False
txn_00017207_e9f0dc77,2026-07-09T14:32:38.272980,acc_4eb24cc569,dev_abc1d041b1,ses_3603ebeb42,41593.81,INR,mch_9afc699af7,5812.0,0.4457,card,purchase,False,127.0.0.1,IN,KL,unknown,True,Mozilla/5.0,,mch_9afc699af7,True,21574.52,37512.25,11,11,295,1010,False,True,0.7208,0.0009,camp_acq002_a5fbf97b,12,1,ACQ-002,Threshold_Avoidance,Acquirer,acquirer,False,crude,4,1.1088,-0.2651,47,8,2,14,3,0,False
txn_00077228_0477f9d9,2026-07-13T20:56:21.881644,acc_bd59be0b56,dev_d875672d94,ses_a77bb8aae7,130381.9,INR,mch_cedbf8577c,5812.0,0.1848,card,purchase,True,127.0.0.1,IN,UP,unknown,True,Mozilla/5.0,,mch_cedbf8577c,True,0.0,0.0,0,0,251,1033,False,True,0.1936,0.0105,camp_mch002_1c3ce01d,1,1,MCH-002,Transaction_Laundering_Fronts,Merchant,merchant,False,crude,-1,,-0.2795,14,0,0,20,0,0,False
txn_00098292_d3d923bb,2026-08-01T23:29:25.988099,acc_b520a9f3d9,dev_2458df7924,ses_10095605c7,399246.44,INR,mch_02aad0f4c1,5814.0,0.193,card,purchase,True,127.0.0.1,IN,DL,unknown,True,Mozilla/5.0,,mch_02aad0f4c1,True,0.0,0.0,0,0,785,1749,False,True,0.2033,0.0285,camp_pif004_64fbd98b,1,1,PI-F004,Merchant_Collusion,Payment_Initiation,payment_initiation,False,crude,-1,,0.2484,22,0,0,23,5,0,False
txn_00081302_4b6db998,2026-06-04T18:00:54.212751,acc_0802782d71,dev_f0b9339b17,ses_9eca38e267,2197.01,INR,mch_5b37c13332,5411.0,0.0755,upi,subscription,False,127.0.0.1,IN,TG,password,True,Mozilla/5.0,,mch_5b37c13332,True,0.0,22351.66,0,0,384,1402,False,True,0.0,0.0,camp_n003_a12eb937,1,1,N-003,End_To_End_Autonomous_Campaigns,Cross_Stage_Network,network,False,evasive,561305,0.0983,-0.6692,6,0,2,18,3,0,False
txn_00058828_f84a24ac,2026-08-03T17:50:26.090069,acc_1934458e44,dev_d2738d0c27,ses_029724ef03,4780.52,HKD,mch_4f876489fe,5732.0,0.5541,card,purchase,True,127.0.0.1,HK,KA,unknown,False,Mozilla/5.0,,mch_4f876489fe,True,994.63,1706.49,0,2,936,454,False,True,0.0623,0.0,camp_gp007_88bab364,5,1,GP-007,High_Velocity_Transaction_Bursts,Gateway_Processor,gateway_processor,False,crude,28187,2.8014,-0.284,40,2,1,17,0,0,False
txn_00081676_c80bf4dc,2026-06-21T10:30:44.446240,acc_06ade7d7b4,dev_299521f350,ses_3b8064eded,14947.09,INR,,,,card,transfer,False,127.0.0.1,IN,MH,unknown,True,Mozilla/5.0,ben_a6a40069c8,,True,249634.93,224843.25,9,9,131,1482,False,True,0.7145,0.0,camp_n002_05618715,10,1,N-002,Multi_Scam_Rings,Cross_Stage_Network,network,False,moderate,2,0.0665,-0.682,13,7,2,10,6,0,False
txn_00005226_49c2e9b9,2026-07-26T01:59:46.538840,acc_9c1750262e,dev_13a225d2fe,ses_57f4e5f6f6,9020.13,INR,,,,card,transfer,False,127.0.0.1,IN,RJ,otp,True,Mozilla/5.0,ben_9a0d55959b,,True,51364.77,56981.54,2,13,789,1696,False,True,0.4008,0.0,camp_ag004_57e74889,11,1,AG-004,Agent_Session_Smuggling,AI_Agent_Commerce,agent_commerce,False,moderate,90,0.1583,-0.4366,33,5,1,1,6,1,False
txn_00011751_e595065f,2026-06-21T08:48:45.035394,acc_4790c0345c,dev_8249290043,ses_0793765b17,96523.15,GBP,,,,bank_transfer,transfer,False,127.0.0.1,GB,TG,unknown,True,Mozilla/5.0,ben_999fd254c4,,True,0.0,105434.03,0,0,233,1604,False,True,0.0878,0.011,camp_aml005_5202e7ef,2,1,AML-005,Evidence_Fabrication,AML_Compliance,aml,False,crude,158822,0.9155,-0.2755,18,0,1,8,6,0,False
txn_00014219_146a874d,2026-07-22T23:24:20.437113,acc_133d360250,dev_4713a570a7,ses_31c314af9c,17786.94,INR,,,,bank_transfer,transfer,False,127.0.0.1,IN,MH,unknown,True,Mozilla/5.0,ben_1500c70e02,,True,2085.92,2085.92,1,1,860,948,False,True,0.3648,0.0,camp_aml002_9ca15ad7,2,1,AML-002,False_Positive_Flooding,AML_Compliance,aml,False,moderate,50,8.5271,-0.607,29,1,1,23,2,0,False
txn_00009840_adabd21d,2026-06-30T19:55:02.476566,acc_f8c0b0cec0,dev_4a9ecae85c,ses_12f3dba6a7,2676.99,HKD,,,,upi,transfer,False,127.0.0.1,HK,TG,unknown,True,Mozilla/5.0,ben_234b6e65a2,,True,15994.12,15994.12,5,10,859,1453,False,True,0.6605,0.0,camp_aml006_82507aed,11,1,AML-006,Adversarial_Sample_Injection,AML_Compliance,aml,False,moderate,263,0.1674,-0.8368,13,7,1,19,1,0,False
txn_00084666_c7c62e07,2026-06-17T17:05:02.063973,acc_5a4e2caeca,dev_0585c66f00,ses_056d886b20,81.36,INR,,,,swift,account_recovery,False,127.0.0.1,IN,KA,voice_verification,True,Mozilla/5.0,,,False,0.0,9985.68,0,0,503,0,False,False,0.0185,,camp_ato002_4378991c,3,1,ATO-002,OTP_SIM_Swap,Account_Creation,onboarding,False,moderate,371848,0.0081,-0.5009,8,0,2,17,2,0,False
txn_00030738_f91437e1,2026-07-05T19:20:48.511562,acc_cc512ab8b7,dev_df189ef9bd,ses_0e1a42fa9a,23083.24,INR,,,,card,transfer,False,127.0.0.1,IN,UP,unknown,True,Mozilla/5.0,ben_d1832f5cbf,,False,68688.61,58071.07,1,5,160,1017,False,False,0.1986,0.1616,camp_aut003_03ccac5a,7,1,AUT-003,Multi_Account_Coordinated_Fraud,Authorization,authorization,False,crude,2285,0.3975,-0.7253,7,4,1,19,6,0,False
txn_00097058_b34cadbf,2026-07-30T14:04:17.919765,acc_060d5fbbb0,dev_e8eed03bdd,ses_8b878a2dc6,890296.24,USD,mch_31f845ad3e,5311.0,0.4575,card,purchase,False,127.0.0.1,US,KA,unknown,True,Mozilla/5.0,,mch_31f845ad3e,False,0.0,10339.66,0,0,405,1336,False,False,0.216,0.1769,camp_pif004_deadb7a3,2,1,PI-F004,Synthetic_Merchant_Storefront,Payment_Initiation,payment_initiation,False,crude,165501,86.105,1.5893,16,0,1,14,3,0,False
txn_00001894_c46c46e3,2026-05-29T21:20:34.996020,acc_9698902d83,dev_5c6c3809cc,ses_ec21c43f4f,104260.36,INR,,,,upi,transfer,False,127.0.0.1,IN,PB,unknown,True,Mozilla/5.0,ben_f520052608,,False,42536.38,23641.65,3,8,324,2008,False,False,0.5452,0.8356,camp_ag003_0c59c74c,9,1,AG-003,Environment_Injected_Poisoning,AI_Agent_Commerce,agent_commerce,False,crude,1405,4.41,1.8542,17,3,2,21,4,0,False
txn_00046042_2b784286,2026-05-24T13:50:21.500835,acc_eee77f86d0,dev_8f9c85dc75,ses_d79ad0fd32,3823.74,INR,,,,upi,auth_attempt,False,127.0.0.1,IN,GJ,unknown,True,Mozilla/5.0,,,False,3705.77,81329.77,1,1,346,1051,False,False,0.0475,,camp_bot001_a8e307eb,2,1,BOT-001,Credential_Stuffing,Device_Session,device_session,False,moderate,1769,0.047,-1.3093,26,0,2,13,6,0,False
txn_00036453_117d933a,2026-07-01T20:31:28.586568,acc_4ecb953a99,dev_0061f0b11f,ses_84ecb54bcd,1773.44,INR,,,,upi,transfer,False,127.0.0.1,IN,HR,unknown,True,Mozilla/5.0,ben_556946e6e8,,True,0.0,0.0,0,0,723,33,False,True,0.1395,0.0904,camp_cm001_d6fe1373,1,1,CM-001,Personalized_Recruitment,Cash_Out_Mule,cash_out,False,moderate,-1,,-0.5798,14,0,0,20,2,0,False
txn_00014827_a1745fb8,2026-08-10T07:48:18.059364,acc_32b077b80e,dev_cb928512c4,ses_93c579fdf6,26412.13,INR,,,,bank_transfer,api_access,False,127.0.0.1,IN,UP,otp,True,Mozilla/5.0,,,False,43399.29,32941.47,3,3,419,1599,False,False,0.2913,,camp_aml002_018a3500,4,1,AML-002,Mass_False_Positive_Generation,AML_Compliance,aml,False,evasive,72,0.8018,-0.3561,9,1,1,7,0,0,False
txn_00047178_13142183,2026-06-26T19:19:35.056411,acc_605a0019d0,dev_d8d63c3ac2,ses_1d7438661a,598.13,MYR,,,,upi,login_attempt,False,127.0.0.1,MY,KA,biometric,True,Mozilla/5.0,,,False,3158.2,3158.2,7,7,624,2095,False,False,0.4872,,camp_bot001_92cec909,8,1,BOT-001,Account_Creation_Bot,Device_Session,device_session,False,moderate,12,0.1894,-0.3505,22,1,2,19,4,0,False
txn_00030135_266d67e7,2026-07-10T13:28:47.449156,acc_a70e9868c9,dev_0bf13e87d2,ses_5565a5d300,1035.3,INR,,,,bank_transfer,salary_deposit,False,127.0.0.1,IN,MH,unknown,True,Mozilla/5.0,ben_08112c147d,,False,0.0,823.83,0,0,610,883,False,False,0.0,0.2551,camp_auth003_c3f9ebb2,4,1,AUTH-003,Voice_Based_Recovery,Authentication,authentication,False,evasive,117561,1.2567,-0.4547,26,0,1,13,4,0,False
txn_00092368_65774fad,2026-07-21T17:54:08.372078,acc_f6e9d923f7,dev_b89e6c9b7c,ses_eb9ad8db57,1411.59,INR,,,,bank_transfer,login_attempt,False,127.0.0.1,IN,DL,password,True,Mozilla/5.0,,,False,16074.13,16074.13,1,1,239,426,False,False,0.0738,,camp_ob006_43f97f2a,2,1,OB-006,Account_Aggregation_Abuse,Third_Party_Open_Banking,open_banking,False,evasive,2284,0.0878,-0.6301,30,0,1,17,1,0,False
txn_00067003_7abf8a05,2026-07-25T11:30:51.429871,acc_5e76880377,dev_0e2a2c5374,ses_c8697ea27c,344.6,USD,,,,account_opening,video_kyc,False,127.0.0.1,US,UP,biometric,True,Mozilla/5.0,,,False,0.0,99406.92,0,0,854,336,False,False,0.0059,,camp_dii001_e24ff093,1,1,DII-001,Face_Swap,Identity_KYC,kyc,False,crude,171994,0.0035,-0.4018,25,0,2,11,5,0,False
txn_00050167_e2f25042,2026-08-03T18:01:31.713312,acc_186e920c0a,dev_f638a9ebc6,ses_47846fe957,867.87,INR,,,,upi,account_creation,False,127.0.0.1,IN,MH,otp,True,Mozilla/5.0,,,False,6114.01,2910.11,3,4,759,78,False,False,0.3461,,camp_eff001_47421be1,4,1,EFF-001,Physical_Device_Farm,Device_Session,device_session,False,moderate,321,0.2982,-0.4033,48,2,1,18,0,0,False
txn_00006201_c237d477,2026-08-10T19:23:40.643452,acc_76bb930d8d,dev_85104b60d7,ses_eead0b142c,83.67,GBP,mch_9d6a41653b,5732.0,0.5084,upi,bill_payment,False,127.0.0.1,GB,WB,biometric,True,Mozilla/5.0,,mch_9d6a41653b,True,329974.2,155275.36,0,2,972,219,False,True,0.1316,0.0,camp_ag005_693cbbd4,25,1,AG-005,Self_Evolving_Fraud,AI_Agent_Commerce,agent_commerce,False,evasive,9174,0.0005,-1.1815,29,2,1,19,0,0,False
